陀螺X(弧度),陀螺Y(弧度),陀螺Z(弧度),加速度X(mg),加速度Y(mg),加速度Z(mg),滚动角(度),俯仰角(度),航向角(度)
-0.05424,0.04018,0.02044,7.34291,-193.02980,-1023.94100,10.13609,0.71483,74.39306
-0.05424,0.93780,0.02044,7.34291,-193.02980,-1023.94100,10.13609,0.71483,74.39306
-0.05424,0.93780,0.02044,7.34291,-193.02980,-1023.94100,10.13609,0.71483,74.39306
-0.06516,0.03649,0.02877,8.84438,-192.46290,-1024.24000,9.92113,0.76440,74.49673
-0.06516,0.03649,0.02877,8.84438,-192.46290,-1024.24000,9.92113,0.76440,74.49673
-0.07016,0.03173,0.03629,10.53776,-188.02560,-1026.33400,9.69486,0.80391,74.56326
-0.07016,0.86810,0.03629,10.53776,-188.02560,-1026.33400,9.69486,0.80391,74.56326
-0.07016,0.86810,0.03629,10.53776,-188.02560,-1026.33400,9.69486,0.80391,74.56326
-0.06772,0.88550,0.03975,11.24604,-183.41460,-1026.12300,9.50815,0.78913,74.64819
-0.06772,0.88550,0.03975,11.24604,-183.41460,-1026.12300,9.50815,0.78913,74.64819
-0.07040,0.00000,0.03847,10.88395,-181.69780,-1028.62900,9.31004,0.83071,74.70437
-0.07040,0.00000,0.03847,10.88395,-181.69780,-1028.62900,9.31004,0.83071,74.70437
-0.09231,0.03014,0.04384,12.63145,-176.79400,-1028.61900,8.92062,0.93424,74.84402
-0.09231,0.87450,0.04384,12.63145,-176.79400,-1028.61900,8.92062,0.93424,74.84402
-0.09231,0.87450,0.04384,12.63145,-176.79400,-1028.61900,8.92062,0.93424,74.84402
-0.09794,0.97840,0.04442,14.32014,-170.00960,-1029.25900,8.59651,1.04188,74.97462
-0.09794,0.97840,0.04442,14.32014,-170.00960,-1029.25900,8.59651,1.04188,74.97462
-0.10533,0.00000,0.04694,15.34757,-166.58010,-1031.45800,8.27551,1.13335,75.11911
-0.10533,0.00000,0.04694,15.34757,-166.58010,-1031.45800,8.27551,1.13335,75.11911
-0.10533,0.00000,0.04694,15.34757,-166.58010,-1031.45800,8.27551,1.13335,75.11911
-0.11538,0.00000,0.04771,18.27484,-162.04880,-1032.12900,7.91586,1.28311,75.23921
-0.11538,0.00000,0.04771,18.27484,-162.04880,-1032.12900,7.91586,1.28311,75.23921
-0.11392,0.04141,0.04992,20.22363,-154.46800,-1032.09400,7.58762,1.37040,75.35486
-0.11392,0.04141,0.04992,20.22363,-154.46800,-1032.09400,7.58762,1.37040,75.35486
-0.11392,0.00000,0.04992,20.22363,-154.46800,-1032.09400,7.58762,1.37040,75.35486
-0.10324,0.03450,0.05042,22.73387,-147.95320,-1033.90400,7.34407,1.42603,75.48927
-0.10324,0.00000,0.05042,22.73387,-147.95320,-1033.90400,7.34407,1.42603,75.48927
-0.09095,0.02481,0.04864,21.65472,-142.97720,-1035.19300,7.15049,1.40272,75.56818
-0.09095,0.02481,0.04864,21.65472,-142.97720,-1035.19300,7.15049,1.40272,75.56818
-0.09095,0.00000,0.04864,21.65472,-142.97720,-1035.19300,7.15049,1.40272,75.61357
-0.08170,0.02273,0.04258,23.20726,-139.20310,-1035.16100,6.97804,1.44575,75.61357
-0.08170,0.00000,0.04258,23.20726,-139.20310,-1035.16100,6.97804,1.44575,75.61357
-0.08575,0.02355,0.04375,23.90335,-134.83270,-1037.11900,6.71105,1.49827,75.68980
-0.08575,0.00000,0.04375,23.90335,-134.83270,-1037.11900,6.71105,1.49827,75.68980
-0.09350,0.02585,0.04250,25.68108,-131.01770,-1038.33000,6.41781,1.57920,75.81584
-0.09350,0.02585,0.04250,25.68108,-131.01770,-1038.33000,6.41781,1.57920,75.81584
-0.09350,0.00000,0.04250,25.68108,-131.01770,-1038.33000,6.41781,1.57920,75.81584
-0.09882,0.03375,0.04267,25.85336,-126.93760,-1036.35700,6.12243,1.67972,75.90401
-0.09882,0.00000,0.04267,25.85336,-126.93760,-1036.35700,6.12243,1.67972,75.90401
-0.09394,0.04435,0.03952,28.51718,-120.10060,-1039.46200,5.85429,1.86523,75.99955
-0.09394,0.87090,0.03952,28.51718,-120.10060,-1039.46200,5.85429,1.86523,75.99955
-0.09394,0.87090,0.03952,28.51718,-120.10060,-1039.46200,5.85429,1.86523,75.99955
-0.08203,0.00000,0.03271,30.77251,-117.01970,-1040.58300,5.70901,1.99288,76.02245
-0.08203,0.00000,0.03271,30.77251,-117.01970,-1040.58300,5.70901,1.99288,76.02245
-0.07274,0.04592,0.02880,34.48197,-112.97060,-1040.13700,5.55652,2.14063,76.06081
-0.07274,0.00000,0.02880,34.48197,-112.97060,-1040.13700,5.55652,2.14063,76.06081
-0.07086,0.04212,0.02138,37.39018,-108.35390,-1041.15400,5.35004,2.26159,76.05407
-0.07086,0.97530,0.02138,37.39018,-108.35390,-1041.15400,5.35004,2.26159,76.05407
-0.07086,0.97530,0.02138,37.39018,-108.35390,-1041.15400,5.35004,2.26159,76.05407
-0.06445,0.95270,0.01669,38.94984,-104.29590,-1040.25000,5.17124,2.36993,76.03741
-0.06445,0.95270,0.01669,38.94984,-104.29590,-1040.25000,5.17124,2.36993,76.03741
-0.06321,0.03120,0.01373,40.41816,-102.66640,-1040.87800,5.00768,2.41264,76.02054
-0.06321,0.03120,0.01373,40.41816,-102.66640,-1040.87800,5.00768,2.41264,76.02054
-0.06321,0.00000,0.01373,40.41816,-102.66640,-1040.87800,5.00768,2.41264,76.02054
-0.06236,0.03276,0.01390,40.89168,-97.36272,-1038.21500,4.83351,2.51146,76.01861
-0.06236,0.03276,0.01390,40.89168,-97.36272,-1038.21500,4.83351,2.51146,76.01861
-0.06709,0.02727,0.01401,43.06239,-95.30779,-1038.70400,4.61871,2.55079,76.00230
-0.06709,0.02727,0.01401,43.06239,-95.30779,-1038.70400,4.61871,2.55079,76.00230
-0.06709,0.02727,0.01401,43.06239,-95.30779,-1038.70400,4.61871,2.55079,76.00230
-0.06060,0.02684,0.01282,44.40139,-92.49592,-1039.76900,4.50554,2.62301,76.00398
-0.06060,0.02684,0.01282,44.40139,-92.49592,-1039.76900,4.50554,2.62301,76.00398
-0.07204,0.97380,0.01846,45.16666,-89.25021,-1040.06300,4.23530,2.63982,76.09469
-0.07204,0.97380,0.01846,45.16666,-89.25021,-1040.06300,4.23530,2.63982,76.09469
-0.07204,0.00000,0.01846,45.16666,-89.25021,-1040.06300,4.23530,2.63982,76.09469
-0.06763,0.01821,0.01754,45.68700,-84.48080,-1040.69100,4.06568,2.66798,76.10651
-0.06763,0.00000,0.01754,45.68700,-84.48080,-1040.69100,4.06568,2.66798,76.10651
-0.08000,0.00525,0.01580,48.05842,-83.04457,-1040.90400,3.79115,2.62878,76.12578
-0.08000,0.00525,0.01580,48.05842,-83.04457,-1040.90400,3.79115,2.62878,76.12578
-0.09299,-0.00453,0.01320,48.21761,-75.78891,-1041.83900,3.43385,2.57266,76.13169
-0.09299,-0.00453,0.01320,48.21761,-75.78891,-1041.83900,3.43385,2.57266,76.13169
-0.09299,0.00000,0.01320,48.21761,-75.78891,-1041.83900,3.43385,2.57266,76.13169
-0.09865,-0.01304,0.01170,46.97058,-71.56953,-1043.06700,3.12878,2.47640,76.08820
-0.09865,0.97280,0.01170,46.97058,-71.56953,-1043.06700,3.12878,2.47640,76.08820
-0.10323,-0.00697,0.00783,43.26403,-64.52052,-1041.28900,2.79451,2.45912,76.04296
-0.10323,0.00000,0.00783,43.26403,-64.52052,-1041.28900,2.79451,2.45912,76.04296
-0.10323,0.00000,0.00783,43.26403,-64.52052,-1041.28900,2.79451,2.45912,76.04296
-0.09844,-0.00047,0.00989,43.76215,-58.48235,-1043.27100,2.52515,2.49247,76.07183
-0.09844,0.98610,0.00989,43.76215,-58.48235,-1043.27100,2.52515,2.49247,76.07183
-0.08717,0.01138,0.01345,43.78150,-54.81766,-1044.26400,2.35564,2.58124,76.09995
-0.08717,0.00000,0.01345,43.78150,-54.81766,-1044.26400,2.35564,2.58124,76.09995
-0.07773,0.02228,0.01661,45.22387,-50.73520,-1044.69300,2.18906,2.70063,76.12820
-0.07773,0.00000,0.01661,45.22387,-50.73520,-1044.69300,2.18906,2.70063,76.12820
-0.07773,0.00000,0.01661,45.22387,-50.73520,-1044.69300,2.18906,2.70063,76.12820
-0.08177,0.02318,0.02015,47.96847,-48.31955,-1046.07500,1.96268,2.78553,76.21214
-0.08177,0.00000,0.02015,47.96847,-48.31955,-1046.07500,1.96268,2.78553,76.21214
-0.08177,0.00000,0.02015,47.96847,-48.31955,-1046.07500,1.96268,2.78553,76.21214
-0.10402,1.94730,0.02179,49.58410,-44.13646,-1045.71100,1.57062,2.85246,76.25416
-0.10402,1.94730,0.02179,49.58410,-44.13646,-1045.71100,1.57062,2.85246,76.25416
-0.12248,0.87170,0.01938,48.74969,-35.98092,-1043.64200,1.07563,2.85241,76.27342
-0.12248,0.87170,0.01938,48.74969,-35.98092,-1043.64200,1.07563,2.85241,76.27342
-0.10267,0.02334,0.02032,49.15280,-26.51316,-1041.53000,0.84352,2.94508,76.30745
-0.10267,0.97590,0.02032,49.15280,-26.51316,-1041.53000,0.84352,2.94508,76.30745
-0.10267,0.97590,0.02032,49.15280,-26.51316,-1041.53000,0.84352,2.94508,76.30745
-0.07771,0.01978,0.02042,51.61074,-23.85702,-1043.44200,0.76946,2.99045,76.38761
-0.07771,0.01978,0.02042,51.61074,-23.85702,-1043.44200,0.76946,2.99045,76.38761
-0.06010,0.97500,0.01816,52.62947,-21.60826,-1044.34100,0.71124,2.98543,76.40033
-0.06010,0.97500,0.01816,52.62947,-21.60826,-1044.34100,0.71124,2.98543,76.40033
-0.06010,0.00000,0.01816,52.62947,-21.60826,-1044.34100,0.71124,2.98543,76.40033
-0.05271,0.01231,0.01770,54.03649,-20.01531,-1045.16700,0.62869,3.02859,76.41925
-0.05271,0.01231,0.01770,54.03649,-20.01531,-1045.16700,0.62869,3.02859,76.41925
-0.06111,0.00723,0.02063,54.45682,-15.20581,-1044.93200,0.39211,3.01524,76.43991
-0.06111,0.00723,0.02063,54.45682,-15.20581,-1044.93200,0.39211,3.01524,76.43991
-0.06825,0.01349,0.02688,55.17178,-13.95844,-1044.65000,0.13566,3.10699,76.50767
-0.06825,0.01349,0.02688,55.17178,-13.95844,-1044.65000,0.13566,3.10699,76.50767
-0.06825,0.00000,0.02688,55.17178,-13.95844,-1044.65000,0.13566,3.10699,76.50767
-0.07621,0.01224,0.02608,55.55664,-9.83414,-1043.61900,-0.11314,3.13600,76.53939
-0.07621,0.01224,0.02608,55.55664,-9.83414,-1043.61900,-0.11314,3.13600,76.53939
-0.07621,0.00000,0.02608,55.55664,-9.83414,-1043.61900,-0.11314,3.13600,76.53939
-0.07237,0.00824,0.02176,55.77740,-7.69505,-1045.01100,-0.27513,3.12931,76.55387
-0.07237,0.00000,0.02176,55.77740,-7.69505,-1045.01100,-0.27513,3.12931,76.55387
-0.07947,0.00226,0.02105,55.80534,-2.84826,-1043.96700,-0.53669,3.09617,76.60328
-0.07947,0.00000,0.02105,55.80534,-2.84826,-1043.96700,-0.53669,3.09617,76.60328
-0.08422,0.00665,0.02316,56.15990,0.79854,-1043.26600,-0.79238,3.14848,76.68207
-0.08422,0.00665,0.02316,56.15990,0.79854,-1043.26600,-0.79238,3.14848,76.68207
-0.08422,1.95060,0.02316,56.15990,0.79854,-1043.26600,-0.79238,3.14848,76.68207
-0.08742,-0.00106,0.02310,57.05760,5.80504,-1044.99800,-1.05271,3.10916,76.72866
-0.08742,0.00000,0.02310,57.05760,5.80504,-1044.99800,-1.05271,3.10916,76.72866
-0.09390,0.00117,0.03675,57.89250,8.23095,-1045.94000,-1.32114,3.13995,76.92406
-0.09390,0.87570,0.03675,57.89250,8.23095,-1045.94000,-1.32114,3.13995,76.92406
-0.09390,0.87570,0.03675,57.89250,8.23095,-1045.94000,-1.32114,3.13995,76.92406
-0.09995,0.00000,0.03630,56.41317,16.36084,-1043.21800,-1.65828,2.98951,77.00901
-0.09995,0.00000,0.03630,56.41317,16.36084,-1043.21800,-1.65828,2.98951,77.00901
-0.09553,0.89650,0.03487,56.88422,21.12063,-1044.12500,-1.89290,2.95781,77.11378
-0.09553,0.89650,0.03487,56.88422,21.12063,-1044.12500,-1.89290,2.95781,77.11378
-0.08821,-0.01132,0.03598,54.40346,24.15847,-1043.64400,-2.06963,2.94795,77.19515
-0.08821,0.86450,0.03598,54.40346,24.15847,-1043.64400,-2.06963,2.94795,77.19515
-0.08821,0.86450,0.03598,54.40346,24.15847,-1043.64400,-2.06963,2.94795,77.19515
-0.08611,0.94900,0.03641,56.04195,30.60763,-1043.32900,-2.31806,2.94394,77.28424
-0.08611,0.94900,0.03641,56.04195,30.60763,-1043.32900,-2.31806,2.94394,77.28424
-0.08611,-0.01049,0.03023,55.82611,35.49040,-1043.75300,-2.52428,2.92702,77.31639
-0.08098,0.97690,0.03023,55.82611,35.49040,-1043.75300,-2.52428,2.92702,77.31639
-0.08098,0.97690,0.03023,55.82611,35.49040,-1043.75300,-2.52428,2.92702,77.31639
-0.09031,-0.01045,0.02671,54.19983,37.60201,-1045.39800,-2.80233,2.89323,77.36432
-0.09031,-0.01045,0.02671,54.19983,37.60201,-1045.39800,-2.80233,2.89323,77.36432
-0.09071,-0.01570,0.02254,50.74094,45.02118,-1043.65100,-3.09445,2.78741,77.39826
-0.09071,-0.01570,0.02254,50.74094,45.02118,-1043.65100,-3.09445,2.78741,77.39826
-0.09071,0.00000,0.02254,50.74094,45.02118,-1043.65100,-3.09445,2.78741,77.39826
-0.08329,-0.01412,0.02162,52.51746,50.03833,-1043.98000,-3.29584,2.78700,77.47033
-0.08329,-0.01412,0.02162,52.51746,50.03833,-1043.98000,-3.29584,2.78700,77.47033
-0.06789,-0.01173,0.01718,49.05010,54.50196,-1043.09400,-3.42139,2.73157,77.46620
-0.06789,-0.01173,0.01718,49.05010,54.50196,-1043.09400,-3.42139,2.73157,77.46620
-0.06789,0.00000,0.01718,49.05010,54.50196,-1043.09400,-3.42139,2.73157,77.46620
-0.05485,-0.00999,0.01403,50.19881,56.62970,-1042.48800,-3.49168,2.72703,77.47688
-0.05485,0.00000,0.01403,50.19881,56.62970,-1042.48800,-3.49168,2.72703,77.47688
-0.05271,-0.01002,0.01287,50.46178,56.86996,-1044.04100,-3.59464,2.71086,77.49902
-0.05271,0.00000,0.01287,50.46178,56.86996,-1044.04100,-3.59464,2.71086,77.49902
-0.05271,0.00000,0.01287,50.46178,56.86996,-1044.04100,-3.59464,2.71086,77.49902
-0.05555,-0.01539,0.01142,50.53988,60.62888,-1043.99900,-3.78227,2.64366,77.54123
-0.05555,0.00000,0.01142,50.53988,60.62888,-1043.99900,-3.78227,2.64366,77.54123
-0.05694,-0.00974,0.01615,51.08706,61.29492,-1042.82300,-3.90797,2.66960,77.63425
-0.05694,0.97440,0.01615,51.08706,61.29492,-1042.82300,-3.90797,2.66960,77.63425
-0.05694,0.97440,0.01615,51.08706,61.29492,-1043.46200,-4.12334,2.70770,77.72034
-0.06302,0.94180,0.02027,50.27996,65.36183,-1043.46200,-4.12334,2.70770,77.72034
-0.06302,0.94180,0.02027,50.27996,65.36183,-1043.46200,-4.12334,2.70770,77.72034
-0.06684,0.00282,0.01996,49.59523,71.26842,-1045.14300,-4.35920,2.74008,77.77901
-0.06684,0.00000,0.01996,49.59523,71.26842,-1045.14300,-4.35920,2.74008,77.77901
-0.05496,0.00560,0.01870,51.60379,73.66859,-1042.98200,-4.45048,2.81218,77.84021
-0.05496,0.00000,0.01870,51.60379,73.66859,-1042.98200,-4.45048,2.81218,77.84021
-0.04834,-0.00012,0.01435,50.62659,75.69995,-1044.22400,-4.56340,2.76249,77.82284
-0.04834,0.95750,0.01435,50.62659,75.69995,-1044.22400,-4.56340,2.76249,77.82284
-0.04834,0.95750,0.01435,50.62659,75.69995,-1044.22400,-4.56340,2.76249,77.82284
-0.05251,0.00000,0.01569,50.51864,77.62286,-1044.16000,-4.73011,2.78955,77.86546
-0.05251,0.00000,0.01569,50.51864,77.62286,-1044.16000,-4.73011,2.78955,77.86546
-0.05210,0.00174,0.01759,50.87418,81.63398,-1042.30200,-4.88057,2.79945,77.92788
-0.05210,0.00000,0.01759,50.87418,81.63398,-1042.30200,-4.88057,2.79945,77.92788
-0.05210,0.00000,0.01759,50.87418,81.63398,-1042.30200,-4.88057,2.79945,77.92788
-0.04907,0.87810,0.01901,49.54457,83.76793,-1042.15800,-4.99391,2.82186,77.99717
-0.04907,0.87810,0.01901,49.54457,83.76793,-1042.15800,-4.99391,2.82186,77.99717
-0.04361,0.00154,0.01463,52.21526,82.85604,-1042.79500,-5.02120,2.83682,78.00746
-0.04361,0.00154,0.01463,52.21526,82.85604,-1042.79500,-5.02120,2.83682,78.00746
-0.04361,0.00154,0.01463,52.21526,82.85604,-1042.79500,-5.02120,2.83682,78.00746
-0.04011,-0.00917,0.01349,53.50557,84.59309,-1042.92100,-5.11975,2.76403,78.01364
-0.04011,-0.00917,0.01349,53.50557,84.59309,-1042.92100,-5.11975,2.76403,78.01364
-0.04323,-0.01475,0.01229,52.31204,86.76925,-1041.21500,-5.24386,2.69568,78.04499
-0.04323,-0.01475,0.01229,52.31204,86.76925,-1041.21500,-5.24386,2.69568,78.04499
-0.04323,0.97410,0.01229,52.31204,86.76925,-1041.21500,-5.24386,2.69568,78.04499
-0.04656,-0.02395,0.01863,52.03923,89.66866,-1042.25000,-5.38432,2.60108,78.17295
-0.04656,0.96700,0.01863,52.03923,89.66866,-1042.25000,-5.38432,2.60108,78.17295
-0.04866,-0.04170,0.02133,49.86193,94.55225,-1041.89000,-5.55224,2.39295,78.23874
-0.04866,-0.04170,0.02133,49.86193,94.55225,-1041.89000,-5.55224,2.39295,78.23874
-0.04004,-0.03823,0.01861,47.37516,95.85750,-1041.46600,-5.59947,2.30792,78.29546
-0.04004,0.00000,0.01861,47.37516,95.85750,-1041.46600,-5.59947,2.30792,78.29546
-0.04004,0.00000,0.01861,47.37516,95.85750,-1041.46600,-5.59947,2.30792,78.29546
-0.03235,-0.02613,0.01269,44.26392,98.67042,-1040.34900,-5.66202,2.29135,78.29647
-0.03235,0.00000,0.01269,44.26392,98.67042,-1040.34900,-5.66202,2.29135,78.29647
-0.03235,0.00000,0.01269,44.26392,98.67042,-1040.34900,-5.66202,2.29135,78.29647
-0.02674,-0.01942,0.01026,44.14563,101.07820,-1040.81500,-5.71637,2.28532,78.31850
-0.02674,0.97310,0.01026,44.14563,101.07820,-1040.81500,-5.71637,2.28532,78.31850
-0.02235,-0.01739,0.00789,43.74889,102.26890,-1039.44500,-5.75619,2.25794,78.31966
-0.02235,0.00000,0.00789,43.74889,102.26890,-1039.44500,-5.75619,2.25794,78.31966
-0.01684,-0.01285,0.00708,43.54089,102.54800,-1039.39200,-5.77115,2.25913,78.32951
-0.01684,0.87410,0.00708,43.54089,102.54800,-1039.39200,-5.77115,2.25913,78.32951
-0.01684,0.87410,0.00708,43.54089,102.54800,-1039.39200,-5.77115,2.25913,78.32951
-0.00955,0.00000,0.00885,42.52699,103.69750,-1040.01000,-5.76112,2.22204,78.36047
-0.00955,0.00000,0.00885,42.52699,103.69750,-1040.01000,-5.76112,2.22204,78.36047
-0.00969,-0.00791,0.00863,41.40542,104.20170,-1039.81100,-5.78905,2.22505,78.35271
-0.00969,0.97230,0.00863,41.40542,104.20170,-1039.81100,-5.78905,2.22505,78.35271
-0.00969,0.97230,0.00863,41.40542,104.20170,-1039.81100,-5.78905,2.22505,78.35271
-0.02371,0.00000,0.02159,40.88886,103.16250,-1038.55800,-5.90617,2.24916,78.47171
-0.02371,0.00000,0.02159,40.88886,103.16250,-1038.55800,-5.90617,2.24916,78.47171
-0.04183,0.00000,0.03566,40.59092,108.16810,-1038.42000,-6.16277,2.18336,78.65732
-0.04183,0.00000,0.03566,40.59092,108.16810,-1038.42000,-6.16277,2.18336,78.65732
-0.04243,0.00000,0.04472,39.79063,110.94060,-1040.06400,-6.29507,2.06451,78.88705
-0.04243,0.00000,0.04472,39.79063,110.94060,-1040.06400,-6.29507,2.06451,78.88705
-0.04243,0.00000,0.04472,39.79063,110.94060,-1040.06400,-6.29507,2.06451,78.88705
-0.04224,-0.03444,0.04517,38.30969,113.61410,-1037.81100,-6.42996,1.92148,79.06094
-0.04224,-0.03444,0.04517,38.30969,113.61410,-1037.81100,-6.42996,1.92148,79.06094
-0.03671,-0.03453,0.04298,38.28314,116.10500,-1038.67400,-6.51604,1.86363,79.21372
-0.03671,-0.03453,0.04298,38.28314,116.10500,-1038.67400,-6.51604,1.86363,79.21372
-0.03671,0.00000,0.04298,38.28314,116.10500,-1038.67400,-6.51604,1.86363,79.21372
-0.02437,-0.03037,0.03359,36.43084,118.52790,-1037.55300,-6.55050,1.78947,79.30709
-0.02437,-0.03037,0.03359,36.43084,118.52790,-1037.55300,-6.55050,1.78947,79.30709
-0.01445,-0.02955,0.02826,37.23417,119.59520,-1038.42900,-6.54055,1.76301,79.38086
-0.01445,-0.02955,0.02826,37.23417,119.59520,-1038.42900,-6.54055,1.76301,79.38086
-0.01445,0.98840,0.02826,37.23417,119.59520,-1038.42900,-6.54055,1.76301,79.38086
-0.00092,-0.03399,0.02519,35.76847,121.57730,-1037.73100,-6.49112,1.63120,79.47436
-0.00092,0.00000,0.02519,35.76847,121.57730,-1037.73100,-6.49112,1.63120,79.47436
0.01477,-0.03751,0.02501,35.07497,118.56610,-1040.73500,-6.32955,1.53043,79.59422
0.01477,-0.03751,0.02501,35.07497,118.56610,-1040.73500,-6.32955,1.53043,79.59422
0.02679,-0.05147,0.03371,33.42432,117.81500,-1040.36400,-6.19923,1.34606,79.81534
0.02679,-0.05147,0.03371,33.42432,117.81500,-1040.36400,-6.19923,1.34606,79.81534
0.02679,0.97480,0.03371,33.42432,117.81500,-1040.36400,-6.19923,1.34606,79.81534
0.03816,-0.06233,0.04212,32.03480,115.75330,-1041.35700,-6.03192,1.14743,80.01311
0.03816,0.87280,0.04212,32.03480,115.75330,-1041.35700,-6.03192,1.14743,80.01311
0.03803,-0.07764,0.04716,27.79425,114.28740,-1040.05800,-5.93933,0.87100,80.22205
0.03803,0.00000,0.04716,27.79425,114.28740,-1040.05800,-5.93933,0.87100,80.22205
0.03803,0.00000,0.04716,27.79425,114.28740,-1040.05800,-5.93933,0.87100,80.22205
0.03454,-0.07597,0.04195,22.13929,113.10080,-1039.39700,-5.87560,0.67344,80.34653
0.03454,0.00000,0.04195,22.13929,113.10080,-1039.39700,-5.87560,0.67344,80.34653
0.02926,-0.05675,0.03388,18.51312,111.31530,-1039.61000,-5.84293,0.63805,80.43092
0.02926,0.00000,0.03388,18.51312,111.31530,-1039.61000,-5.84293,0.63805,80.43092
0.02926,0.00000,0.03388,18.51312,111.31530,-1039.61000,-5.84293,0.63805,80.43092
0.02707,0.87710,0.02481,16.27123,111.35890,-1040.09400,-5.80303,0.64538,80.47569
0.02707,0.87710,0.02481,16.27123,111.35890,-1040.09400,-5.80303,0.64538,80.47569
0.02805,-0.02407,0.02143,15.26762,109.11380,-1040.50100,-5.71933,0.66413,80.57990
0.02805,0.97880,0.02143,15.26762,109.11380,-1040.50100,-5.71933,0.66413,80.57990
0.02805,0.97880,0.02143,15.26762,109.11380,-1040.50100,-5.71933,0.66413,80.57990
0.03727,-0.01521,0.02482,14.54629,107.82240,-1041.08200,-5.57456,0.68996,80.68161
0.03727,-0.01521,0.02482,14.54629,107.82240,-1041.08200,-5.57456,0.68996,80.68161
0.05441,-0.01657,0.03737,14.61338,104.61590,-1041.00400,-5.32546,0.66445,80.89249
0.05441,-0.01657,0.03737,14.61338,104.61590,-1041.00400,-5.32546,0.66445,80.89249
0.05441,0.00000,0.03737,12.93725,102.89950,-1040.80200,-4.99598,0.70992,81.08715
0.07893,-0.00677,0.04780,12.93725,102.89950,-1040.80200,-4.99598,0.70992,81.08715
0.07893,-0.00677,0.04780,12.93725,102.89950,-1040.80200,-4.99598,0.70992,81.08715
0.08477,0.00298,0.04773,14.39051,96.48359,-1041.44400,-4.71098,0.80421,81.25294
0.08477,0.00298,0.04773,14.39051,96.48359,-1041.44400,-4.71098,0.80421,81.25294
0.10240,0.00832,0.04820,14.20819,95.00550,-1040.12400,-4.37907,0.86340,81.40820
0.10240,0.00832,0.04820,14.20819,95.00550,-1040.12400,-4.37907,0.86340,81.40820
0.10240,0.00000,0.04820,14.20819,95.00550,-1040.12400,-4.37907,0.86340,81.40820
0.13412,0.02308,0.05916,14.81069,88.71684,-1041.22200,-3.83838,1.02594,81.65743
0.13412,0.97510,0.05916,14.81069,88.71684,-1041.22200,-3.83838,1.02594,81.65743
0.16530,0.03769,0.06456,17.26407,80.62505,-1043.10100,-3.20444,1.23882,81.90434
0.16530,0.03769,0.06456,17.26407,80.62505,-1043.10100,-3.20444,1.23882,81.90434
